index;x;y;z
0;-0.224548;-0.411499;-1.229553
1;-0.146317;-0.349319;-0.713623
2;-0.183243;-0.308838;-0.852707
3;-0.042923;-0.212219;-0.925278
4;0.056519;-0.184418;-0.495941
5;1.100235;-0.778000;-1.635437
6;0.281998;-0.700897;-3.084000
7;-0.324295;-0.587723;-2.189911
8;-0.627380;0.191925;-0.899902
9;-0.023651;0.517181;0.081390
10;-0.658493;0.766907;0.008301
11;-0.297470;0.439484;0.413177
12;-0.722488;0.234283;0.048615
13;-1.509552;-0.384781;-0.198486
14;-2.919968;-1.785706;-1.429001
15;-2.171555;-2.562347;-1.887482
16;-0.046234;-1.993973;-0.967072
17;1.054398;-1.472153;-0.710983
18;1.136597;-0.698959;-0.408859
19;0.641739;-0.381516;-0.358383
20;-0.113419;-1.085739;-0.447586
21;-1.651886;-3.118774;-1.381287
22;-1.953598;-2.176147;-1.441437
23;-1.508514;-0.534409;-0.504486
24;-0.718079;0.395294;-0.219635
25;-0.596313;1.014679;-0.046616
26;-0.450470;1.039200;0.008636
27;-0.589554;0.712357;-0.053131
28;-2.043930;-0.132675;0.144958
29;-4.422211;-3.573822;-1.669601
30;-1.174210;-2.934021;-0.318115
31;0.570541;-1.345627;-0.359314
32;1.265579;-0.881851;-0.051117
33;0.846222;-0.510086;0.034988
34;0.225204;-0.684784;-0.496719
35;-0.947098;-2.274719;-0.723434
36;-2.813004;-2.983322;-1.335617
37;-2.220093;-1.379944;-0.388428
38;-0.823288;0.138306;-0.271164
39;-0.465683;0.853821;-0.355042
40;-0.291138;1.356171;0.084885
41;-0.383835;0.939209;-0.180984
42;-1.257446;0.457123;-0.070435
43;-4.129913;-3.335434;-0.303558
44;-1.834152;-2.837585;-0.911179
45;0.084122;-1.442307;-0.278336
46;1.026947;-0.766037;-0.200485
47;1.236816;-0.486908;-0.009003
48;0.656479;-0.523590;-0.240158
49;-0.027100;-1.322632;-0.313629
50;-1.754013;-3.504379;-1.250061
51;-3.013107;-2.802322;-1.127869
52;-1.359390;-0.560242;-0.050613
53;-0.540863;0.769348;-0.206879
54;-0.435486;1.345108;-0.209946
55;-0.395447;1.327942;-0.036438
56;-0.874725;0.686478;-0.084747
57;-2.015228;-0.650970;0.051575
58;-4.252762;-4.452057;-1.041077
59;-0.616135;-2.572235;-0.360367
60;1.026932;-1.090088;-0.056046
61;1.328079;-0.488693;-0.439499
62;0.962265;-0.463379;-0.206009
63;0.203278;-1.036392;-0.420807
64;-1.090347;-2.718094;-0.772049
65;-3.392746;-3.878189;-0.612823
66;-1.851913;-1.065842;-0.176254
67;-0.635773;0.295486;-0.283798
68;-0.714264;0.790558;-0.172485
69;-0.406113;1.343903;0.212906
70;-0.499771;0.978348;-0.164062
71;-1.280945;0.701187;-0.165863
72;-3.677185;-2.598999;-0.304535
73;-2.689209;-4.026901;-1.000534
74;0.326599;-1.916382;-0.221115
75;1.223328;-0.968536;-0.339523
76;1.217087;-0.544067;-0.435989
77;0.662064;-0.476807;-0.405701
78;-0.118912;-1.380844;-0.247345
79;-2.588547;-3.638901;-1.005585
80;-3.352264;-2.451431;-0.041306
81;-1.182175;-0.127838;-0.038971
82;-0.232697;0.665314;-0.339371
83;-0.619446;1.082016;-0.134995
84;-0.358963;0.921783;0.228409
85;-0.911591;0.573898;-0.009003
86;-2.018265;-0.442825;-0.116196
87;-3.687347;-3.213837;-0.427460
88;-1.182510;-2.523331;-0.764343
89;0.376190;-1.446075;-0.278961
90;1.059128;-0.840210;-0.433426
91;1.046219;-0.539963;-0.253525
92;0.798492;-0.575546;-0.330917
93;-0.360474;-1.940720;-0.800125
94;-3.328049;-3.787964;-1.347687
95;-2.652390;-1.827042;-0.731476
96;-1.174744;0.089478;-0.120132
97;-0.456955;0.786118;-0.017578
98;-0.613129;1.311646;0.097153
99;-0.355423;1.156860;0.010345
100;-1.051880;0.880981;-0.028564
101;-3.453934;-1.631622;-0.138641
102;-3.370834;-3.652924;-0.722839
103;-0.569855;-2.260315;0.077072
104;0.855865;-1.280121;-0.468674
105;1.364090;-0.946671;-0.538574
106;1.006699;-0.701462;-0.545258
107;0.115601;-1.060760;-0.689529
108;-1.181549;-2.897385;-0.809677
109;-3.023743;-3.202484;-1.190765
110;-2.394196;-1.109711;-0.140579
111;-0.984589;0.619659;-0.286346
112;-0.640396;1.301544;-0.213425
113;-0.519104;1.529648;0.116302
114;-0.672287;1.136108;-0.215515
115;-1.816345;0.463501;-0.125595
116;-5.590134;-4.376648;-0.669800
117;-1.786423;-3.429474;-0.486801
118;0.861450;-1.598709;-0.498779
119;1.326080;-1.270966;-0.306061
120;1.256409;-0.934341;-0.461212
121;0.139099;-1.001694;-0.642746
122;-0.851425;-2.047348;-0.399002
123;-2.028992;-2.951828;-0.853958
124;-2.216675;-2.019714;-0.742371
125;-1.195862;-0.223648;0.021637
126;-0.595840;0.807297;-0.324448
127;-0.470688;1.276550;-0.067398
128;-0.452515;1.119293;-0.173157
129;-1.186798;0.868546;-0.171112
130;-3.283859;-1.299850;-0.472015
131;-3.745056;-3.994507;-1.414627
132;-0.855774;-2.585419;-0.277817
133;1.255066;-1.280197;-0.616425
134;1.702774;-0.925049;-0.420624
135;0.958115;-0.736588;-0.680267
136;-0.358459;-1.545639;-0.582642
137;-2.390167;-3.445206;-0.708481
138;-2.955322;-2.453781;-0.448380
139;-1.516205;-0.503418;-0.141022
140;-0.451050;0.752090;-0.360321
141;-0.659256;1.451294;-0.332443
142;-0.306198;1.289200;-0.159348
143;-1.184906;0.834122;-0.224747
144;-3.451080;-2.078461;-0.478577
145;-3.450790;-3.675934;-0.479279
146;-0.483505;-2.404404;-0.385773
147;1.169922;-1.417297;-0.157928
148;1.656021;-1.017303;-0.096344
149;0.945038;-0.726700;-0.283905
150;-0.169220;-1.176300;-0.261597
151;-1.418427;-2.201797;-0.710037
152;-2.630203;-2.696655;-1.241821
153;-1.723755;-0.950027;0.076401
154;-0.374435;0.315598;-0.192154
155;-0.425751;1.071793;-0.258713
156;-0.316620;1.203873;-0.206146
157;-1.066971;0.896301;-0.385834
158;-2.557083;-0.909119;-0.625702
159;-4.163437;-4.009201;-1.294968
160;0.007782;-2.053543;-0.162262
161;1.065201;-1.106796;-0.067566
162;1.352417;-0.619324;-0.110611
163;0.821213;-0.570480;-0.236435
164;0.016342;-1.399216;-0.635056
165;-1.374649;-2.515366;-1.011734
166;-2.860947;-2.921585;-1.113373
167;-1.420364;-0.808899;-0.013702
168;-0.407410;0.496780;-0.212875
169;-0.452774;1.156158;-0.203613
170;-0.338425;1.241196;0.038010
171;-1.048004;0.661636;-0.121902
172;-1.815323;-1.038345;-0.184601
173;-3.944168;-3.839294;-1.410416
174;-0.254379;-1.591599;-0.649841
175;0.610977;-0.893997;-0.124115
176;1.134689;-0.622757;-0.165604
177;1.196823;-0.601837;-0.398682
178;0.323410;-1.117249;-1.065353
179;-0.616974;-2.410324;-1.480759
180;-2.619232;-2.993774;-1.360687
181;-1.271896;-0.962128;-0.505875
182;-0.897812;0.366577;-0.056549
183;-0.808548;1.175781;-0.065338
184;-0.701187;1.388382;-0.104218
185;-1.184586;0.871124;-0.100143
186;-2.143265;-0.395325;-0.004913
187;-4.327255;-4.132965;-0.538712
188;-0.856979;-2.657578;-0.814972
189;0.844757;-1.131851;-0.140488
190;1.564728;-0.608643;-0.388748
191;1.331116;-0.461395;-0.524261
192;0.387711;-1.237625;-0.779083
193;-1.422302;-2.807373;-1.142456
194;-3.218582;-3.558273;-1.310135
195;-1.966507;-1.111603;-0.258789
196;-0.921951;0.659134;-0.249023
197;-0.505661;1.618637;-0.155716
198;-0.629807;1.700760;-0.097626
199;-0.678833;1.313858;-0.641769
200;-2.366745;-0.030075;-0.324234
201;-5.038727;-4.106964;-1.363174
202;-1.119476;-3.070602;-0.257187
203;0.776733;-1.433365;-0.083649
204;1.765198;-0.692337;-0.524277
205;1.228119;-0.624680;-0.411057
206;-0.032181;-1.235336;-0.552460
207;-1.780334;-2.775177;-0.868118
208;-3.455551;-2.861374;-1.197556
209;-1.574173;-0.603424;-0.501877
210;-0.486038;0.785263;-0.339996
211;-0.395844;1.223999;-0.147934
212;-0.343750;1.332230;0.025223
213;-0.677460;1.162155;-0.609512
214;-1.689209;0.435104;-0.354858
215;-5.526367;-3.997284;-0.828232
216;-1.502960;-2.980560;-0.408096
217;0.552200;-1.461945;-0.214081
218;1.891129;-0.936935;-0.317825
219;1.540985;-0.779297;-0.718994
220;0.004425;-1.445847;-0.675034
221;-1.423309;-2.247208;-1.178955
222;-3.284927;-2.926559;-1.572769
223;-2.208710;-1.204147;-0.138382
224;-0.570358;0.547043;-0.277298
225;-0.520935;1.275787;-0.219803
226;-0.486313;1.350601;0.141937
227;-0.790298;1.024414;-0.138321
228;-1.557159;0.116150;-0.190918
229;-4.348419;-3.679840;-1.072418
230;-1.294144;-2.632309;-1.558548
231;0.778885;-1.333511;-0.132111
232;0.961304;-1.027176;-0.394669
233;1.151657;-0.851288;-0.281876
234;0.557144;-0.689178;-0.513733
235;-0.040649;-1.174652;-0.766739
236;-2.158661;-3.217255;-1.786850
237;-2.644424;-2.850220;-0.746567
