index;x;y;z
0;0.109268;-0.581665;-0.801010
1;0.089920;-0.568649;-0.816299
2;0.092194;-0.594086;-0.810654
3;0.061249;-0.603531;-0.792175
4;0.050934;-0.612198;-0.776154
5;0.049240;-0.620743;-0.759552
6;0.074707;-0.618698;-0.756668
7;0.070953;-0.607361;-0.762283
8;0.077850;-0.619873;-0.757401
9;0.071060;-0.614777;-0.762024
10;0.064682;-0.617218;-0.770050
11;0.051437;-0.620834;-0.761688
12;0.059616;-0.642288;-0.728622
13;0.046310;-0.642212;-0.757980
14;0.040741;-0.646439;-0.764359
15;0.049454;-0.646011;-0.756241
16;0.040924;-0.650726;-0.759933
17;0.001923;-0.682251;-0.630402
18;-0.019989;-0.587601;-0.533096
19;0.036438;-0.417694;-0.864487
20;0.025650;-0.403793;-0.745438
21;0.183411;-0.239944;-0.725311
22;0.328079;-0.234863;-1.067078
23;0.031021;-0.381912;-0.937836
24;-0.007355;-0.425827;-1.032654
25;-0.020203;-0.428909;-0.809402
26;-0.093811;-0.270874;-0.771851
27;-0.283936;-0.273880;-0.532913
28;-0.421021;-0.169891;-0.637283
29;-0.527634;-0.082870;-0.552841
30;-0.491165;-0.026093;-0.592819
31;-0.763107;0.075638;-0.422485
32;-0.781174;0.276398;-0.410233
33;-0.977295;0.526489;-0.441635
34;-1.015335;1.067154;-0.194702
35;-1.228149;1.416245;-0.315399
36;-1.202057;1.344421;-0.246613
37;-1.105133;1.223633;-0.172058
38;-0.951538;1.009659;-0.076767
39;-0.711807;0.832474;-0.073563
40;-0.676346;0.715195;-0.052338
41;-0.716476;0.650620;-0.079330
42;-0.765259;0.636841;-0.064194
43;-0.813721;0.653015;-0.084518
44;-0.841949;0.693161;-0.086441
45;-0.979416;0.834137;-0.097153
46;-1.092361;0.966690;-0.176102
47;-1.126877;1.030273;-0.172043
48;-1.113174;0.951508;-0.132355
49;-1.050537;1.150253;-0.023407
50;-1.022171;1.417114;-0.016129
51;-0.905746;1.347382;-0.099136
52;-0.793365;1.189117;-0.092651
53;-0.694702;1.031754;-0.037323
54;-0.564148;0.900894;-0.038361
55;-0.516083;0.878525;-0.045959
56;-0.471359;0.869080;-0.052307
57;-0.347778;0.937134;-0.046310
58;-0.335876;0.918503;-0.063309
59;-0.385254;0.948242;0.039520
60;-0.487244;0.889511;0.007156
61;-0.714737;1.123856;0.139740
62;-0.808762;1.025620;0.158524
63;-0.772186;0.921509;-0.015518
64;-0.667343;0.901154;-0.108597
65;-0.677673;0.938843;-0.041138
66;-0.697235;1.031235;-0.044250
67;-0.748077;1.150345;-0.080475
68;-0.993927;1.326660;-0.079254
69;-1.129425;1.214996;-0.184494
70;-1.301102;1.152206;-0.243820
71;-1.195221;0.821136;-0.261307
72;-1.086365;0.705475;-0.065353
73;-0.927643;0.991516;0.062683
74;-0.821518;1.083450;0.072052
75;-0.715637;1.048752;-0.094925
76;-0.660538;1.107895;-0.098694
77;-0.623428;1.155090;-0.072968
78;-0.637039;1.188492;-0.069305
79;-0.639954;1.228317;-0.037186
80;-0.638794;1.267365;-0.056732
81;-0.584473;1.239410;-0.087570
82;-0.470078;1.282196;0.068222
83;-0.212753;0.826309;0.096375
84;-0.283997;0.675003;-0.036789
85;-0.292404;0.816986;0.100266
86;-0.388947;0.749573;0.102692
87;-0.431198;0.720596;-0.043259
88;-0.441772;0.847656;-0.129517
89;-0.595459;1.063995;-0.133713
90;-0.783585;1.224091;-0.053116
91;-0.990707;1.274338;0.075562
92;-1.125961;1.371887;0.131531
93;-1.110275;1.166458;0.030304
94;-1.075607;1.203079;-0.071838
95;-1.003021;0.813034;-0.156998
96;-1.082184;0.672333;-0.142044
97;-0.874893;0.923004;-0.014908
98;-0.792892;1.019012;-0.071060
99;-0.679840;1.021561;-0.103806
100;-0.595947;1.063019;-0.080215
101;-0.595947;1.069275;-0.019943
102;-0.587784;1.030853;-0.023575
103;-0.481888;1.029739;-0.060791
104;-0.451782;1.074707;-0.063065
105;-0.430313;1.124283;-0.051315
106;-0.417953;1.202606;-0.075775
107;-0.312943;1.065491;0.055206
108;-0.286392;1.110779;0.071060
109;-0.505569;1.207062;0.179337
110;-0.547974;1.021576;0.003372
111;-0.459061;0.831116;-0.114594
112;-0.503830;0.803482;0.029770
113;-0.632416;0.828308;0.019958
114;-0.704651;1.035110;-0.031174
115;-0.975052;1.266418;-0.105316
116;-1.224335;1.391022;-0.180344
117;-1.623322;1.057205;-0.194000
118;-1.420547;0.729675;-0.281036
119;-1.014053;0.340454;-0.341690
120;-1.139679;0.632568;-0.153397
121;-1.439453;1.523529;-0.123840
122;-1.495087;2.790176;-0.120804
123;-1.126587;3.052551;-0.231705
124;-0.042053;2.146011;-0.316605
125;0.660309;1.238037;-0.019730
126;0.963150;1.137421;0.121201
127;0.984650;1.206467;-0.075836
128;0.589767;1.032883;-0.041275
129;-0.013596;1.570587;0.294922
130;-2.242188;2.240967;0.766907
131;-3.741592;1.486420;0.446640
132;-2.619492;-0.066925;-0.469604
133;-1.081818;-1.539749;-0.604324
134;-1.022034;-2.319122;-1.186462
135;-1.546600;-1.746964;-0.689667
136;-1.744034;-0.782501;-0.464813
137;-3.467697;0.197464;-0.179993
138;-3.712677;1.188156;-0.465347
139;-2.515259;1.535141;-0.144302
140;-0.281876;1.826324;-0.218109
141;0.382004;1.967850;0.469620
142;0.469910;1.816040;0.303253
143;-0.284988;1.504089;0.165039
144;-1.645706;1.309189;0.406860
145;-4.319000;0.554871;0.262863
146;-3.587631;-0.822006;-0.214767
147;-0.909348;-1.605606;-0.389008
148;-0.499054;-1.885254;-1.010956
149;-0.437469;-1.608185;-0.881897
150;-0.924072;-1.080673;-0.495697
151;-1.897110;-0.783478;-0.282272
152;-3.735825;-0.431213;-0.135086
153;-3.608734;0.465378;-0.229004
154;-1.179993;1.275757;-0.073761
155;0.067886;1.554291;0.065628
156;0.198120;1.529114;0.401794
157;0.015060;1.228485;0.267105
158;-0.738724;0.901505;0.237106
159;-2.129761;0.169083;0.165054
160;-4.748306;-0.755524;-0.433365
161;-2.302826;-1.360367;-0.486206
162;-0.131699;-1.439987;-0.442322
163;0.181198;-1.485672;-0.561401
164;0.452835;-1.169510;-0.389618
165;-0.378036;-1.001816;-0.342087
166;-1.644897;-1.152130;-0.472961
167;-3.495529;-1.225830;-0.436127
168;-3.054169;-0.129211;-0.460449
169;-1.116348;0.997284;-0.155930
170;0.006134;1.607941;-0.011017
171;0.130432;1.683228;0.466537
172;-0.280685;1.263885;0.360397
173;-1.032074;1.111145;0.413361
174;-3.615799;-0.057907;0.363373
175;-3.912582;-1.110168;-0.643127
176;-1.549622;-1.199158;-0.269211
177;0.149399;-1.429123;-0.716385
178;0.246292;-1.673630;-0.895065
179;0.297272;-1.491470;-1.093872
180;-1.465622;-1.198029;-0.764679
181;-3.455521;-1.502502;-0.579605
182;-4.213104;-0.691391;-0.357635
183;-2.215622;0.662445;-0.225204
184;-0.458008;1.708160;-0.140671
185;-0.054443;1.905853;0.363602
186;-0.176666;1.472794;0.440857
187;-0.825989;1.142944;0.336807
188;-2.632156;-0.160980;0.029709
189;-4.273514;-1.502853;-0.554794
190;-1.825058;-1.720551;0.211823
191;0.061615;-1.591431;-0.463058
192;0.501862;-1.569550;-0.604935
193;0.631851;-1.148148;-0.394485
194;-0.685776;-1.240372;-0.322586
195;-2.429459;-1.765198;-0.506073
196;-3.967499;-1.337006;-0.432251
197;-2.416214;0.019363;-0.214462
198;-0.775436;1.062241;-0.144455
199;-0.030365;1.635330;0.201309
200;-0.033127;1.588379;0.574783
201;-0.362701;1.185867;0.281342
202;-1.276779;0.821640;0.199326
203;-3.626984;-0.875137;-0.147232
204;-3.968872;-1.974350;-0.726242
205;-1.184250;-1.382950;-0.070068
206;0.173080;-1.202866;-0.419540
207;0.350510;-1.210693;-0.338089
208;0.710617;-1.083618;-0.166489
209;-0.381622;-1.015930;-0.345566
210;-1.506470;-1.415314;-0.428360
211;-3.983353;-1.581482;-0.538956
212;-2.876816;-0.556824;-0.170288
213;-1.320633;0.370544;-0.101944
214;-0.103302;0.745377;-0.011688
215;0.237183;1.082504;0.177719
216;0.041595;1.347687;0.088028
217;-0.081528;1.211884;-0.014984
218;-0.797821;1.822815;0.091309
219;-3.219864;2.945984;-0.230820
220;-2.943436;2.712402;-0.438507
221;-2.804184;2.672562;-0.393280
222;-1.988281;1.898193;-0.536179
223;-1.742386;1.161362;-0.524368
224;-1.444092;0.588898;-0.159760
225;-1.318451;0.387192;-0.155762
226;-1.100372;0.248108;-0.222382
227;-1.191833;0.134766;-0.285583
228;-1.357101;0.313538;-0.378448
229;-1.603867;0.854904;-0.447433
230;-1.779495;1.987915;-0.358948
231;-1.748489;2.837997;-0.136536
232;-1.386002;2.748550;-0.171463
233;-0.969818;2.145432;0.084961
234;-0.774933;1.696930;0.096680
235;-0.545685;1.199432;0.196350
236;-0.446594;0.989182;0.236099
237;-0.356445;0.904144;0.176727
238;-0.249390;0.803253;0.157822
239;-0.136292;0.725021;0.089905
240;-0.203522;0.908676;0.031769
241;-0.451950;1.146561;0.047195
242;-0.744675;1.589218;0.145523
243;-1.039658;1.887222;0.095093
244;-1.166199;1.896744;-0.066010
245;-1.163345;1.749847;-0.158737
246;-1.296722;1.514557;-0.286438
247;-1.350861;1.357483;-0.126648
248;-1.346497;1.232178;-0.085999
249;-1.281479;1.077576;-0.087814
250;-1.271164;0.838455;-0.284439
251;-1.151886;0.708176;-0.350723
252;-1.106552;0.460800;-0.341476
253;-1.272415;0.637009;-0.168579
254;-1.351883;1.034225;-0.190735
255;-1.379471;1.578201;-0.143326
256;-1.145233;1.777039;-0.182526
257;-0.967484;1.771515;-0.099823
258;-0.869049;1.623230;0.264420
259;-0.772964;1.504654;0.077560
260;-0.709991;1.335556;0.064941
261;-0.609100;1.320648;0.039795
262;-0.423721;1.142349;0.026459
263;-0.294327;0.938873;0.017654
264;-0.245346;0.786804;0.014053
265;-0.367615;0.921494;0.059128
266;-0.530380;0.931198;0.106491
267;-0.557587;0.866440;0.078979
268;-0.548553;0.869690;0.057343
269;-0.641403;1.045883;-0.008057
270;-0.788254;1.325302;-0.186646
271;-0.998825;1.500671;-0.165741
272;-1.257278;1.760620;-0.138412
273;-1.317413;1.483688;-0.037247
274;-1.275452;1.285828;0.006882
275;-1.072922;0.778671;-0.048935
276;-1.115829;0.650970;-0.122040
277;-1.007889;0.688141;0.032623
278;-0.915802;0.929749;-0.035919
279;-0.741226;1.026413;-0.202271
280;-0.619339;1.070572;-0.241058
281;-0.635300;1.130264;-0.069290
282;-0.734558;1.152100;0.059814
283;-0.665466;1.298309;-0.031342
284;-0.616776;1.293030;-0.021332
285;-0.593628;1.261169;0.005844
286;-0.543839;1.231796;-0.015289
287;-0.314941;1.057251;0.067688
288;-0.213470;1.089005;0.143738
289;-0.469238;1.155396;0.219879
290;-0.559235;0.950668;0.084045
291;-0.421127;0.759323;-0.034073
292;-0.383301;0.663208;0.012878
293;-0.419693;0.705856;-0.023880
294;-0.636215;0.972534;-0.115067
295;-0.870468;1.240448;0.078217
296;-1.030594;1.438690;0.016464
297;-1.381744;1.477890;0.089035
298;-1.625198;1.239059;-0.054810
299;-1.602112;0.786880;-0.593292
300;-1.260712;0.370377;-0.303055
301;-1.577011;0.232880;-0.158051
302;-1.805801;0.835693;-0.452591
303;-2.604538;2.425903;-0.778214
304;-2.159256;3.357880;-0.670090
305;-1.001465;3.359848;-1.175064
306;1.269470;2.875900;-0.852570
307;1.913635;2.061554;-0.642899
308;1.720978;1.782257;0.063339
309;0.186615;1.881058;0.416031
310;-1.659561;2.788239;0.650940
311;-4.716644;2.545319;-0.121368
312;-2.730530;-0.366623;-0.539307
313;-0.692825;-2.633621;-0.770187
314;-0.777710;-2.424133;-1.205673
315;-1.301559;-1.095673;-1.028717
316;-2.482422;-0.325348;-0.648834
317;-4.754349;0.521500;-0.717468
318;-4.502167;2.122910;-0.357971
