index;x;y;z
0;0.063812;-0.589432;-0.746628
1;0.080246;-0.625397;-0.749451
2;0.050491;-0.575317;-0.755066
3;0.127213;-0.642105;-0.630630
4;0.145889;-0.661591;-0.711746
5;0.212952;-0.669601;-0.821274
6;0.127670;-0.664093;-0.850693
7;0.076660;-0.547623;-0.865448
8;0.103226;-0.575760;-0.815796
9;0.100357;-0.588928;-0.791550
10;0.092606;-0.597397;-0.804459
11;0.103958;-0.598053;-0.783112
12;0.110596;-0.641479;-0.793549
13;0.095490;-0.717590;-0.827209
14;0.089417;-0.675583;-0.935272
15;0.098984;-0.684708;-0.883682
16;0.052383;-0.674973;-0.841797
17;0.018524;-0.568451;-0.880173
18;0.053085;-0.547287;-0.832306
19;-0.026901;-0.516739;-0.770264
20;-0.065643;-0.486710;-0.802277
21;-0.007477;-0.499649;-0.780838
22;-0.037354;-0.529556;-0.746017
23;-0.037827;-0.574524;-0.705627
24;0.034714;-0.588242;-0.712952
25;-0.002457;-0.619873;-0.672470
26;0.076721;-0.639175;-0.693726
27;0.073639;-0.687149;-0.726166
28;0.071884;-0.732025;-0.718552
29;0.080032;-0.779327;-0.773483
30;0.064209;-0.729507;-0.883698
31;0.119095;-0.771194;-0.778961
32;0.085724;-0.705734;-1.011948
33;0.005463;-0.389435;-0.605911
34;0.223389;-0.582184;-0.945877
35;0.203445;-0.650757;-0.931931
36;0.967239;-0.878799;-0.783661
37;0.080780;-0.612259;-0.447647
38;0.028732;-0.401825;-0.320953
39;-0.167328;-0.635437;0.071808
40;-0.135452;-0.365112;0.198044
41;-0.288086;-0.085831;0.002991
42;-0.344971;0.292267;-0.227036
43;-0.856476;0.957886;0.012146
44;-0.902145;1.492691;0.107452
45;-1.105881;2.130966;0.218277
46;-1.474976;2.492294;0.118011
47;-1.415634;2.095154;-0.120422
48;-1.170502;1.571289;-0.170776
49;-0.904282;1.233963;-0.020248
50;-0.820160;1.196960;0.019470
51;-0.758835;1.172607;-0.028000
52;-1.047791;1.058197;-0.180756
53;-1.124817;0.928711;-0.180542
54;-1.384018;0.885239;-0.326202
55;-1.343964;0.762512;-0.389313
56;-1.392471;0.845200;-0.127472
57;-1.178207;1.165222;0.049103
58;-1.181824;1.597916;0.051376
59;-1.065399;1.810303;0.020462
60;-0.916397;1.580872;0.052612
61;-0.806717;1.329056;0.089844
62;-0.605621;1.139862;0.069397
63;-0.470444;1.008972;0.054092
64;-0.430847;0.958405;0.060501
65;-0.319016;0.975388;0.124100
66;-0.092438;0.859543;0.052750
67;-0.251389;0.878601;0.045853
68;-0.415436;0.899155;0.145233
69;-0.608490;1.094879;0.153336
70;-0.723312;1.259491;0.238510
71;-0.771881;1.122269;0.077591
72;-0.746506;1.054001;-0.105682
73;-0.763474;1.065063;-0.008011
74;-0.813843;1.133209;0.005569
75;-0.860992;1.193039;-0.022186
76;-0.993271;1.254532;0.048355
77;-1.167038;1.244080;0.001526
78;-1.248169;1.059631;-0.182678
79;-1.146179;0.846481;-0.288101
